owl_id,site,datetime,audio_id,selec,start,end,segment_length,filepath_audio
172,順揚砂石場,2024-11-29 18:46:05 UTC,172 - 順揚砂石場 - 2024-11-29 18:46:05 UTC,2,11.005993592654992,14.005993592654992,3,E:/2026_eastern_grassowl_Taiwan/TAIGA_audio/順揚有利172/順揚砂石場/41_20241129_184605_cB63hpnH.wav
172,順揚砂石場,2024-11-29 18:46:05 UTC,172 - 順揚砂石場 - 2024-11-29 18:46:05 UTC,3,12.299999999999999,15.3,3.0000000000000018,E:/2026_eastern_grassowl_Taiwan/TAIGA_audio/順揚有利172/順揚砂石場/41_20241129_184605_cB63hpnH.wav
172,順揚砂石場,2024-11-30 01:13:29 UTC,172 - 順揚砂石場 - 2024-11-30 01:13:29 UTC,1,0,3,3,E:/2026_eastern_grassowl_Taiwan/TAIGA_audio/順揚有利172/順揚砂石場/41_20241130_011329_Z27WuBUR.wav
172,順揚砂石場,2024-11-30 01:13:29 UTC,172 - 順揚砂石場 - 2024-11-30 01:13:29 UTC,2,3.97380629903376,6.97380629903376,3,E:/2026_eastern_grassowl_Taiwan/TAIGA_audio/順揚有利172/順揚砂石場/41_20241130_011329_Z27WuBUR.wav
172,順揚砂石場,2025-04-13 18:44:45 UTC,172 - 順揚砂石場 - 2025-04-13 18:44:45 UTC,1,2.070608412548278,8.070608412548278,6,E:/2026_eastern_grassowl_Taiwan/TAIGA_audio/順揚有利172/順揚砂石場/41_20250413_184445_6VzYrJu8.wav
172,順揚砂石場,2025-04-13 18:44:45 UTC,172 - 順揚砂石場 - 2025-04-13 18:44:45 UTC,2,12.3,15.3,3,E:/2026_eastern_grassowl_Taiwan/TAIGA_audio/順揚有利172/順揚砂石場/41_20250413_184445_6VzYrJu8.wav
172,順揚砂石場,2025-04-16 21:07:59 UTC,172 - 順揚砂石場 - 2025-04-16 21:07:59 UTC,1,0.6159123888629274,6.615912388862927,6,E:/2026_eastern_grassowl_Taiwan/TAIGA_audio/順揚有利172/順揚砂石場/41_20250416_210759_Y5Sy6Wjz.wav
172,順揚砂石場,2025-04-16 21:15:03 UTC,172 - 順揚砂石場 - 2025-04-16 21:15:03 UTC,1,0,9,9,E:/2026_eastern_grassowl_Taiwan/TAIGA_audio/順揚有利172/順揚砂石場/41_20250416_211503_iPcuFfqi.wav
172,順揚砂石場,2025-04-20 22:50:11 UTC,172 - 順揚砂石場 - 2025-04-20 22:50:11 UTC,1,0,9,9,E:/2026_eastern_grassowl_Taiwan/TAIGA_audio/順揚有利172/順揚砂石場/41_20250420_225011_cMX4ED57.wav
172,順揚砂石場,2025-04-23 04:22:41 UTC,172 - 順揚砂石場 - 2025-04-23 04:22:41 UTC,1,2.580271265116445,11.580271265116444,9,E:/2026_eastern_grassowl_Taiwan/TAIGA_audio/順揚有利172/順揚砂石場/41_20250423_042241_fzuEeyRz.wav
